site,site_name,date,dyear/time,date time,visibility,conditions,notes,Report_Year,Report_Time_Local_String,Full_Local_Timestamp_String,DateTime_Local_Naive,DateTime_WAT,DateTime_UTC,Date_UTC,Time_UTC,report_id,weather_date_utc,airTemperature_2day_roll_avg,waterTemperature_2day_roll_avg,windSpeed_2day_roll_avg,windDirection_2day_roll_avg,waveHeight_2day_roll_avg,wavePeriod_2day_roll_avg,waveDirection_2day_roll_avg,swellHeight_2day_roll_avg,swellPeriod_2day_roll_avg,swellDirection_2day_roll_avg,cloudCover_2day_roll_avg,humidity_2day_roll_avg,precipitation_2day_roll_avg,atmospheric_atmospheric_visibility_km_km_2day_roll_avg,pressure_2day_roll_avg,gust_2day_roll_avg,seaLevel_2day_roll_avg,airTemperature_3day_roll_avg,waterTemperature_3day_roll_avg,windSpeed_3day_roll_avg,windDirection_3day_roll_avg,waveHeight_3day_roll_avg,wavePeriod_3day_roll_avg,waveDirection_3day_roll_avg,swellHeight_3day_roll_avg,swellPeriod_3day_roll_avg,swellDirection_3day_roll_avg,cloudCover_3day_roll_avg,humidity_3day_roll_avg,precipitation_3day_roll_avg,atmospheric_atmospheric_visibility_km_km_3day_roll_avg,pressure_3day_roll_avg,gust_3day_roll_avg,seaLevel_3day_roll_avg,airTemperature_4day_roll_avg,waterTemperature_4day_roll_avg,windSpeed_4day_roll_avg,windDirection_4day_roll_avg,waveHeight_4day_roll_avg,wavePeriod_4day_roll_avg,waveDirection_4day_roll_avg,swellHeight_4day_roll_avg,swellPeriod_4day_roll_avg,swellDirection_4day_roll_avg,cloudCover_4day_roll_avg,humidity_4day_roll_avg,precipitation_4day_roll_avg,atmospheric_atmospheric_visibility_km_km_4day_roll_avg,pressure_4day_roll_avg,gust_4day_roll_avg,seaLevel_4day_roll_avg,precipitation_sum_last_24h,precipitation_sum_last_48h
PRT,Port Beach,Oct. 6,"2023, 8 p.m.",6-Oct-23   8 p.m.,2,Fair,"18C Strong surge, lots of particulates in the water and milky",2023,8 PM,Oct 6 2023 8 PM,2023-10-06 20:00:00,2023-10-06 20:00:00+08:00,2023-10-06 12:00:00+00:00,2023-10-06,12:00:00,238,2023-10-06,19.90458333333333,18.985833333333336,4.784166666666667,139.53958333333333,2.3095833333333333,13.104166666666666,226.72125000000003,2.28375,13.308333333333332,227.50583333333336,13.341666666666669,74.1375,0.0,24.1375,1017.4891666666668,5.684166666666666,0.17625,19.90458333333333,18.985833333333336,4.784166666666667,139.53958333333333,2.3095833333333333,13.104166666666666,226.72125000000003,2.28375,13.308333333333332,227.50583333333336,13.341666666666669,74.1375,0.0,24.1375,1017.4891666666668,5.684166666666666,0.17625,19.90458333333333,18.985833333333336,4.784166666666667,139.53958333333333,2.3095833333333333,13.104166666666666,226.72125000000003,2.28375,13.308333333333332,227.50583333333336,13.341666666666669,74.1375,0.0,24.1375,1017.4891666666668,5.684166666666666,0.17625,0.0,0.0
KGT,Kwinana Grain Terminal,Oct. 4,"2023, 7 p.m.",4-Oct-23   7 p.m.,3,Fair,"Night Dive, Decent current, Squid, Bobtail, Prawns, Crabs, Nudis. Ship being loaded.",2023,7 PM,Oct 4 2023 7 PM,2023-10-04 19:00:00,2023-10-04 19:00:00+08:00,2023-10-04 11:00:00+00:00,2023-10-04,11:00:00,239,2023-10-04,15.762083333333337,18.47625,5.3625,167.60208333333333,1.8533333333333333,11.04125,234.08166666666668,1.8041666666666665,11.475,236.76583333333332,18.141666666666666,71.91250000000001,0.0,24.13583333333333,1025.5120833333333,6.47,0.1729166666666667,15.762083333333337,18.47625,5.3625,167.60208333333333,1.8533333333333333,11.04125,234.08166666666668,1.8041666666666665,11.475,236.76583333333332,18.141666666666666,71.91250000000001,0.0,24.13583333333333,1025.5120833333333,6.47,0.1729166666666667,15.762083333333337,18.47625,5.3625,167.60208333333333,1.8533333333333333,11.04125,234.08166666666668,1.8041666666666665,11.475,236.76583333333332,18.141666666666666,71.91250000000001,0.0,24.13583333333333,1025.5120833333333,6.47,0.1729166666666667,0.0,0.62
D9W,D9 Wreck,Oct. 3,"2023, 8 a.m.",3-Oct-23   8 a.m.,2,Fair,-,2023,8 AM,Oct 3 2023 8 AM,2023-10-03 08:00:00,2023-10-03 08:00:00+08:00,2023-10-03 00:00:00+00:00,2023-10-03,00:00:00,240,2023-10-03,15.37625,18.488333333333333,4.8175,171.5175,2.890833333333333,13.31,239.5295833333333,2.8854166666666665,13.353333333333332,239.6891666666667,11.6875,66.67916666666666,0.25,24.13625,1027.14625,5.462916666666668,0.2008333333333333,15.37625,18.488333333333333,4.8175,171.5175,2.890833333333333,13.31,239.5295833333333,2.8854166666666665,13.353333333333332,239.6891666666667,11.6875,66.67916666666666,0.25,24.13625,1027.14625,5.462916666666668,0.2008333333333333,15.37625,18.488333333333333,4.8175,171.5175,2.890833333333333,13.31,239.5295833333333,2.8854166666666665,13.353333333333332,239.6891666666667,11.6875,66.67916666666666,0.25,24.13625,1027.14625,5.462916666666668,0.2008333333333333,1.73,6.890000000000001
WOO,Woodman Point,Sept. 30,"2023, 7 p.m.",30-Sep-23   7 p.m.,8,Fair,"19C, small amount of surge on the north side of the groyne",2023,7 PM,Sep 30 2023 7 PM,2023-09-30 19:00:00,2023-09-30 19:00:00+08:00,2023-09-30 11:00:00+00:00,2023-09-30,11:00:00,241,2023-09-30,17.2725,18.933333333333334,4.92,253.02083333333331,1.9945833333333327,10.299583333333333,244.4333333333333,1.9608333333333332,10.54,243.68416666666667,40.525,68.24583333333334,0.78,24.135,1017.7895833333332,6.69125,0.2641666666666666,17.2725,18.933333333333334,4.92,253.02083333333331,1.9945833333333327,10.299583333333333,244.4333333333333,1.9608333333333332,10.54,243.68416666666667,40.525,68.24583333333334,0.78,24.135,1017.7895833333332,6.69125,0.2641666666666666,17.2725,18.933333333333334,4.92,253.02083333333331,1.9945833333333327,10.299583333333333,244.4333333333333,1.9608333333333332,10.54,243.68416666666667,40.525,68.24583333333334,0.78,24.135,1017.7895833333332,6.69125,0.2641666666666666,0.56,0.56
RNN,Rottnest North,Sept. 26,"2023, 10 a.m.",26-Sep-23   10 a.m.,15,Glassy,Snorkelled the Basin. Reasonable Surge.,2023,10 AM,Sep 26 2023 10 AM,2023-09-26 10:00:00,2023-09-26 10:00:00+08:00,2023-09-26 02:00:00+00:00,2023-09-26,02:00:00,242,2023-09-26,17.328333333333333,18.77,5.680833333333333,154.925,2.1320833333333336,11.760416666666666,233.71625,2.0829166666666667,12.160416666666668,235.56541666666664,0.0,63.4875,0.0,24.1375,1024.0391666666667,7.728333333333333,0.1554166666666666,17.328333333333333,18.77,5.680833333333333,154.925,2.1320833333333336,11.760416666666666,233.71625,2.0829166666666667,12.160416666666668,235.56541666666664,0.0,63.4875,0.0,24.1375,1024.0391666666667,7.728333333333333,0.1554166666666666,17.328333333333333,18.77,5.680833333333333,154.925,2.1320833333333336,11.760416666666666,233.71625,2.0829166666666667,12.160416666666668,235.56541666666664,0.0,63.4875,0.0,24.1375,1024.0391666666667,7.728333333333333,0.1554166666666666,0.0,0.0
LIT,Little Beach,Sept. 24,"2023, 11 a.m.",24-Sep-23   11 a.m.,8,Fair,"Jervoise Bay Cove. A few murky spots. Not much sea life, a couple of purple nudi's. Strong Swell.",2023,11 AM,Sep 24 2023 11 AM,2023-09-24 11:00:00,2023-09-24 11:00:00+08:00,2023-09-24 03:00:00+00:00,2023-09-24,03:00:00,243,2023-09-24,16.41625,18.842916666666667,4.929583333333333,157.64333333333337,2.31875,13.166666666666666,239.59375,2.294166666666667,13.367083333333332,240.29125,1.1875,60.708333333333336,0.0,24.137083333333333,1020.5283333333332,3.953333333333333,0.2220833333333333,16.41625,18.842916666666667,4.929583333333333,157.64333333333337,2.31875,13.166666666666666,239.59375,2.294166666666667,13.367083333333332,240.29125,1.1875,60.708333333333336,0.0,24.137083333333333,1020.5283333333332,3.953333333333333,0.2220833333333333,16.41625,18.842916666666667,4.929583333333333,157.64333333333337,2.31875,13.166666666666666,239.59375,2.294166666666667,13.367083333333332,240.29125,1.1875,60.708333333333336,0.0,24.137083333333333,1020.5283333333332,3.953333333333333,0.2220833333333333,0.0,0.16
NMF,North Mole Fremantle,Sept. 24,"2023, 9 a.m.",24-Sep-23   9 a.m.,5,Fair,swell down but water still murky.,2023,9 AM,Sep 24 2023 9 AM,2023-09-24 09:00:00,2023-09-24 09:00:00+08:00,2023-09-24 01:00:00+00:00,2023-09-24,01:00:00,244,2023-09-24,16.253333333333334,18.965,5.317916666666666,157.54375000000002,2.529583333333333,13.200416666666667,234.68958333333333,2.5025,13.42375,235.44125,2.725,72.54583333333333,0.0,24.137083333333333,1020.9416666666666,5.753333333333334,0.2204166666666666,16.253333333333334,18.965,5.317916666666666,157.54375000000002,2.529583333333333,13.200416666666667,234.68958333333333,2.5025,13.42375,235.44125,2.725,72.54583333333333,0.0,24.137083333333333,1020.9416666666666,5.753333333333334,0.2204166666666666,16.253333333333334,18.965,5.317916666666666,157.54375000000002,2.529583333333333,13.200416666666667,234.68958333333333,2.5025,13.42375,235.44125,2.725,72.54583333333333,0.0,24.137083333333333,1020.9416666666666,5.753333333333334,0.2204166666666666,0.06,0.58
BWR,Blackwall Reach,Sept. 16,"2023, 7 p.m.",16-Sep-23   7 p.m.,2,Glassy,"1-1.5m and 17C on the barge, 2-3m at 5m around the cliffs",2023,7 PM,Sep 16 2023 7 PM,2023-09-16 19:00:00,2023-09-16 19:00:00+08:00,2023-09-16 11:00:00+00:00,2023-09-16,11:00:00,245,2023-09-16,16.461666666666666,19.106666666666666,4.742083333333333,226.13458333333327,2.615416666666667,12.2425,237.37875,2.5875,12.4375,238.17208333333332,15.220833333333331,69.12916666666666,0.21,24.132916666666663,1021.5654166666668,2.8662500000000004,0.3041666666666666,16.461666666666666,19.106666666666666,4.742083333333333,226.13458333333327,2.615416666666667,12.2425,237.37875,2.5875,12.4375,238.17208333333332,15.220833333333331,69.12916666666666,0.21,24.132916666666663,1021.5654166666668,2.8662500000000004,0.3041666666666666,16.461666666666666,19.106666666666666,4.742083333333333,226.13458333333327,2.615416666666667,12.2425,237.37875,2.5875,12.4375,238.17208333333332,15.220833333333331,69.12916666666666,0.21,24.132916666666663,1021.5654166666668,2.8662500000000004,0.3041666666666666,0.6200000000000001,1.7599999999999998
WAT,Watermans/North Beach,Sept. 9,"2023, 9 a.m.",9-Sep-23   9 a.m.,3,Fair,"17C, vis better in some areas, plenty of caviar dragons about.",2023,9 AM,Sep 9 2023 9 AM,2023-09-09 09:00:00,2023-09-09 09:00:00+08:00,2023-09-09 01:00:00+00:00,2023-09-09,01:00:00,246,2023-09-09,17.495833333333334,18.4475,5.122916666666667,286.6375,1.84,10.027083333333334,243.3658333333333,1.7979166666666666,10.412916666666666,240.75958333333332,52.40416666666667,71.6375,0.6,24.135416666666668,1015.0441666666668,8.06875,0.2525,17.495833333333334,18.4475,5.122916666666667,286.6375,1.84,10.027083333333334,243.3658333333333,1.7979166666666666,10.412916666666666,240.75958333333332,52.40416666666667,71.6375,0.6,24.135416666666668,1015.0441666666668,8.06875,0.2525,17.495833333333334,18.4475,5.122916666666667,286.6375,1.84,10.027083333333334,243.3658333333333,1.7979166666666666,10.412916666666666,240.75958333333332,52.40416666666667,71.6375,0.6,24.135416666666668,1015.0441666666668,8.06875,0.2525,0.03,0.03
AMJ,Ammo Jetty,Sept. 7,"2023, 4 p.m.",7-Sep-23   4 p.m.,3,Fair,"17C, velvetfish, cuttlefish eggs, blue rings, nudibranch with three rhinophores...",2023,4 PM,Sep 7 2023 4 PM,2023-09-07 16:00:00,2023-09-07 16:00:00+08:00,2023-09-07 08:00:00+00:00,2023-09-07,08:00:00,247,2023-09-07,13.005416666666669,18.013333333333332,5.015,102.55416666666667,1.893333333333333,11.369166666666668,234.86375,1.8708333333333331,11.5875,235.32041666666663,36.47083333333333,47.03333333333333,0.0,24.13625,1025.2241666666666,7.445416666666667,0.15,13.005416666666669,18.013333333333332,5.015,102.55416666666667,1.893333333333333,11.369166666666668,234.86375,1.8708333333333331,11.5875,235.32041666666663,36.47083333333333,47.03333333333333,0.0,24.13625,1025.2241666666666,7.445416666666667,0.15,13.005416666666669,18.013333333333332,5.015,102.55416666666667,1.893333333333333,11.369166666666668,234.86375,1.8708333333333331,11.5875,235.32041666666663,36.47083333333333,47.03333333333333,0.0,24.13625,1025.2241666666666,7.445416666666667,0.15,0.0,2.08
AMJ,Ammo Jetty,Aug. 28,"2023, 11 a.m.",28-Aug-23   11 a.m.,4,Fair,-,2023,11 AM,Aug 28 2023 11 AM,2023-08-28 11:00:00,2023-08-28 11:00:00+08:00,2023-08-28 03:00:00+00:00,2023-08-28,03:00:00,248,2023-08-28,15.548333333333334,18.716666666666665,4.285416666666666,195.835,1.6425,11.635416666666666,227.51875,1.62375,11.845416666666669,228.51791666666668,17.883333333333333,72.7625,0.0,23.89833333333333,1021.93375,3.84375,0.295,15.548333333333334,18.716666666666665,4.285416666666666,195.835,1.6425,11.635416666666666,227.51875,1.62375,11.845416666666669,228.51791666666668,17.883333333333333,72.7625,0.0,23.89833333333333,1021.93375,3.84375,0.295,15.548333333333334,18.716666666666665,4.285416666666666,195.835,1.6425,11.635416666666666,227.51875,1.62375,11.845416666666669,228.51791666666668,17.883333333333333,72.7625,0.0,23.89833333333333,1021.93375,3.84375,0.295,0.22,0.22
BIC,Bicton Baths,Aug. 28,"2023, 8 a.m.",28-Aug-23   8 a.m.,6,Fair,Strong current on surface,2023,8 AM,Aug 28 2023 8 AM,2023-08-28 08:00:00,2023-08-28 08:00:00+08:00,2023-08-28 00:00:00+00:00,2023-08-28,00:00:00,249,2023-08-28,15.548333333333334,18.716666666666665,4.285416666666666,195.835,1.6425,11.635416666666666,227.51875,1.62375,11.845416666666669,228.51791666666668,17.883333333333333,72.7625,0.0,23.89833333333333,1021.93375,3.84375,0.295,15.548333333333334,18.716666666666665,4.285416666666666,195.835,1.6425,11.635416666666666,227.51875,1.62375,11.845416666666669,228.51791666666668,17.883333333333333,72.7625,0.0,23.89833333333333,1021.93375,3.84375,0.295,15.548333333333334,18.716666666666665,4.285416666666666,195.835,1.6425,11.635416666666666,227.51875,1.62375,11.845416666666669,228.51791666666668,17.883333333333333,72.7625,0.0,23.89833333333333,1021.93375,3.84375,0.295,0.22,0.22
FRE,South Fremantle,Aug. 27,"2023, 11 a.m.",27-Aug-23   11 a.m.,15,Fair,"South Mole, 18C, Murky near shore, clear out deeper off the wall.",2023,11 AM,Aug 27 2023 11 AM,2023-08-27 11:00:00,2023-08-27 11:00:00+08:00,2023-08-27 03:00:00+00:00,2023-08-27,03:00:00,250,2023-08-27,18.405,18.687083333333334,3.0375,205.09833333333333,1.4608333333333334,10.528333333333334,241.12541666666667,1.4595833333333337,10.565833333333332,241.03166666666667,64.14583333333333,74.04583333333333,0.17,24.135416666666668,1017.7425,5.137083333333334,0.30875,18.405,18.687083333333334,3.0375,205.09833333333333,1.4608333333333334,10.528333333333334,241.12541666666667,1.4595833333333337,10.565833333333332,241.03166666666667,64.14583333333333,74.04583333333333,0.17,24.135416666666668,1017.7425,5.137083333333334,0.30875,18.405,18.687083333333334,3.0375,205.09833333333333,1.4608333333333334,10.528333333333334,241.12541666666667,1.4595833333333337,10.565833333333332,241.03166666666667,64.14583333333333,74.04583333333333,0.17,24.135416666666668,1017.7425,5.137083333333334,0.30875,0.0,0.0
WAT,Watermans/North Beach,Aug. 20,"2023, 10 a.m.",20-Aug-23   10 a.m.,10,Glassy,"17C, moderate surge but excellent vis in some areas 5-15m. Max depth 7m.",2023,10 AM,Aug 20 2023 10 AM,2023-08-20 10:00:00,2023-08-20 10:00:00+08:00,2023-08-20 02:00:00+00:00,2023-08-20,02:00:00,251,2023-08-20,16.592916666666667,19.211666666666662,7.1258333333333335,219.08083333333332,2.5283333333333333,11.601666666666668,226.06625,2.3937500000000003,12.376666666666669,226.51958333333332,78.08749999999999,66.97500000000001,1.01,24.136666666666667,1023.6425,7.206666666666667,0.21875,16.592916666666667,19.211666666666662,7.1258333333333335,219.08083333333332,2.5283333333333333,11.601666666666668,226.06625,2.3937500000000003,12.376666666666669,226.51958333333332,78.08749999999999,66.97500000000001,1.01,24.136666666666667,1023.6425,7.206666666666667,0.21875,16.592916666666667,19.211666666666662,7.1258333333333335,219.08083333333332,2.5283333333333333,11.601666666666668,226.06625,2.3937500000000003,12.376666666666669,226.51958333333332,78.08749999999999,66.97500000000001,1.01,24.136666666666667,1023.6425,7.206666666666667,0.21875,0.02,0.02
